Z-Score,Pi Cycle Oscilator,Cycle Master,Risk Model,,,MAX,MIN,,Std. Z-score,Std. Pi Cycle,Std. Master,Std. Risk Model,Indicator,,,,Date,BTC_Price,,,,,,,,,,,,,,,,,,,,
0.09,0.47,0,0,,,,,,7.620320856,39.08045977,0,0,11.74255848,,,,03/15/20,6186.20,,,,,,,,,,,,,,,,,,,,
0.12,0.47,0,0,,,,,,8.021390374,39.08045977,0,0,11.83277107,,,,03/22/20,6233.70,,,,,,,,,,,,,,,,,,,,
0.38,0.47,0,2,,,,,,11.4973262,39.08045977,0,2,13.12021942,,,,03/29/20,6857.40,,,,,,,,,,,,,,,,,,,,
0.45,0.46,0,2,,,,,,12.43315508,37.93103448,0,2,13.0262189,,,,04/05/20,6867.80,,,,,,,,,,,,,,,,,,,,
0.51,0.46,0,3,,,,,,13.23529412,37.93103448,0,3,13.44538365,,,,04/12/20,7230.80,,,,,,,,,,,,,,,,,,,,
0.65,0.46,0,3,,,,,,15.10695187,37.93103448,0,3,14.08985516,,,,04/19/20,7540.40,,,,,,,,,,,,,,,,,,,,
0.98,0.46,25,7,,,,,,19.51871658,37.93103448,25,7,22.42674523,,,,04/26/20,8966.30,,,,,,,,,,,,,,,,,,,,
0.92,0.46,25,9,,,,,,18.71657754,37.93103448,25,9,22.59359157,,,,05/03/20,9554.60,,,,,,,,,,,,,,,,,,,,
1.18,0.46,25,8,,,,,,22.19251337,37.93103448,25,8,23.27799267,,,,05/10/20,9379.50,,,,,,,,,,,,,,,,,,,,
0.99,0.46,25,7,,,,,,19.65240642,37.93103448,25,7,22.44077919,,,,05/17/20,9177.00,,,,,,,,,,,,,,,,,,,,
1.09,0.46,25,8,,,,,,20.98930481,37.93103448,25,8,23.08306967,,,,05/24/20,9692.50,,,,,,,,,,,,,,,,,,,,
1.18,0.46,25,8,,,,,,22.19251337,37.93103448,25,8,23.30908811,,,,05/31/20,9669.60,,,,,,,,,,,,,,,,,,,,
1.06,0.46,25,7,,,,,,20.58823529,37.93103448,25,7,22.71117389,,,,06/07/20,9471.30,,,,,,,,,,,,,,,,,,,,
1.02,0.46,25,7,,,,,,20.05347594,37.93103448,25,7,22.44228757,,,,06/14/20,9358.80,,,,,,,,,,,,,,,,,,,,
0.97,0.47,25,6,,,,,,19.38502674,39.08045977,25,6,22.2642981,,,,06/21/20,9008.30,,,,,,,,,,,,,,,,,,,,
0.95,0.48,25,6,,,,,,19.11764706,40.22988506,25,6,22.51690585,,,,06/28/20,9134.40,,,,,,,,,,,,,,,,,,,,
1,0.49,25,6,,,,,,19.78609626,41.37931034,25,6,22.98416768,,,,07/05/20,9233.30,,,,,,,,,,,,,,,,,,,,
0.97,0.5,25,5,,,,,,19.38502674,42.52873563,25,5,23.07371865,,,,07/12/20,9170.20,,,,,,,,,,,,,,,,,,,,
1.16,0.52,25,7,,,,,,21.92513369,44.82758621,25,7,24.58897511,,,,07/19/20,9704.10,,,,,,,,,,,,,,,,,,,,
1.46,0.53,25,12,,,,,,25.93582888,45.97701149,25,12,27.22856098,,,,07/26/20,11803.10,,,,,,,,,,,,,,,,,,,,
1.61,0.55,25,12,,,,,,27.94117647,48.27586207,25,12,28.21452087,,,,08/02/20,11764.30,,,,,,,,,,,,,,,,,,,,
1.64,0.56,25,12,,,,,,28.34224599,49.42528736,25,12,28.5920092,,,,08/09/20,11845.30,,,,,,,,,,,,,,,,,,,,
1.56,0.57,25,11,,,,,,27.27272727,50.57471264,25,11,28.42731206,,,,08/16/20,11661.30,,,,,,,,,,,,,,,,,,,,
1.55,0.58,25,10,,,,,,27.13903743,51.72413793,25,10,28.49238667,,,,08/23/20,11468.10,,,,,,,,,,,,,,,,,,,,
1.14,0.58,25,6,,,,,,21.65775401,51.72413793,25,6,26.16661269,,,,08/30/20,10092.20,,,,,,,,,,,,,,,,,,,,
1.15,0.58,25,7,,,,,,21.79144385,51.72413793,25,7,26.37014838,,,,09/06/20,10441.90,,,,,,,,,,,,,,,,,,,,
1.3,0.58,25,8,,,,,,23.79679144,51.72413793,25,8,27.22552876,,,,09/13/20,11081.80,,,,,,,,,,,,,,,,,,,,
1.25,0.58,25,7,,,,,,23.12834225,51.72413793,25,7,26.77363523,,,,09/20/20,10727.90,,,,,,,,,,,,,,,,,,,,
1.22,0.58,25,7,,,,,,22.72727273,51.72413793,25,7,26.49957694,,,,09/27/20,10544.20,,,,,,,,,,,,,,,,,,,,
1.4,0.59,25,8,,,,,,25.13368984,52.87356322,25,8,27.8079453,,,,10/04/20,11298.40,,,,,,,,,,,,,,,,,,,,
1.41,0.59,25,8,,,,,,25.26737968,52.87356322,25,8,27.82256115,,,,10/11/20,11362.10,,,,,,,,,,,,,,,,,,,,
1.79,0.6,50,12,,,,,,30.34759358,54.02298851,50,12,36.66518206,,,,10/18/20,13117.20,,,,,,,,,,,,,,,,,,,,
1.94,0.61,50,14,,,,,,32.35294118,55.17241379,50,14,37.81049833,,,,10/25/20,13797.30,,,,,,,,,,,,,,,,,,,,
2.33,0.62,50,16,,,,,,37.56684492,56.32183908,50,16,39.96958382,,,,11/01/20,14828.40,,,,,,,,,,,,,,,,,,,,
2.4,0.63,50,19,,,,,,38.5026738,57.47126437,50,19,41.18161981,,,,11/08/20,16071.00,,,,,,,,,,,,,,,,,,,,
2.95,0.63,50,25,,,,,,45.85561497,57.47126437,50,25,44.53831778,,,,11/15/20,18687.20,,,,,,,,,,,,,,,,,,,,
2.78,0.64,50,22,,,,,,43.5828877,58.62068966,50,22,43.59556281,,,,11/22/20,17730.70,,,,,,,,,,,,,,,,,,,,
2.99,0.65,50,25,,,,,,46.39037433,59.77011494,50,25,45.35754039,,,,11/29/20,19146.50,,,,,,,,,,,,,,,,,,,,
2.86,0.65,50,24,,,,,,44.65240642,59.77011494,50,24,44.63748805,,,,12/06/20,18808.90,,,,,,,,,,,,,,,,,,,,
3.77,0.67,50,36,,,,,,56.81818182,62.06896552,50,36,51.16640428,,,,12/13/20,23844.00,,,,,,,,,,,,,,,,,,,,
4.26,0.69,75,42,,,,,,63.36898396,64.36781609,75,42,61.07372812,,,,12/20/20,26454.40,,,,,,,,,,,,,,,,,,,,
5.51,0.71,75,55,,,,,,80.0802139,66.66666667,75,55,69.0933368,,,,12/27/20,32193.30,,,,,,,,,,,,,,,,,,,,
6.06,0.75,75,73,,,,,,87.43315508,71.26436782,75,73,76.60753821,,,,01/03/21,40151.90,,,,,,,,,,,,,,,,,,,,
5.16,0.78,75,63,,,,,,75.40106952,74.71264368,75,63,71.90843307,,,,01/10/21,36019.50,,,,,,,,,,,,,,,,,,,,
4.21,0.81,75,53,,,,,,62.70053476,78.16091954,75,53,67.18735603,,,,01/17/21,32088.90,,,,,,,,,,,,,,,,,,,,
4.19,0.83,75,57,,,,,,62.43315508,80.45977011,75,57,68.83321461,,,,01/24/21,34283.10,,,,,,,,,,,,,,,,,,,,
5.06,0.86,75,68,,,,,,74.06417112,83.90804598,75,68,75.31532065,,,,01/31/21,39256.60,,,,,,,,,,,,,,,,,,,,
6.45,0.89,100,86,,,,,,92.64705882,87.35632184,100,86,91.42328672,,,,02/07/21,47168.70,,,,,,,,,,,,,,,,,,,,
7,0.92,100,100,,,,,,100,90.8045977,100,100,97.70114943,,,,02/14/21,55923.70,,,,,,,,,,,,,,,,,,,,
4.85,0.93,75,82,,,,,,71.25668449,91.95402299,75,82,80.05901789,,,,02/21/21,46136.70,,,,,,,,,,,,,,,,,,,,
5.54,0.95,75,87,,,,,,80.48128342,94.25287356,75,87,84.29511561,,,,02/28/21,48855.60,,,,,,,,,,,,,,,,,,,,
6.41,0.96,75,100,,,,,,92.11229947,95.40229885,75,100,90.62864958,,,,03/07/21,61195.30,,,,,,,,,,,,,,,,,,,,
5.69,0.97,100,100,,,,,,82.48663102,96.55172414,100,100,94.75958879,,,,03/14/21,58093.40,,,,,,,,,,,,,,,,,,,,
5.19,0.98,75,100,,,,,,75.80213904,97.70114943,75,100,87.12582212,,,,03/21/21,55862.90,,,,,,,,,,,,,,,,,,,,
5.27,0.99,100,100,,,,,,76.87165775,98.85057471,100,100,93.93055812,,,,03/28/21,57059.90,,,,,,,,,,,,,,,,,,,,
5.17,1,100,100,,,,,,75.53475936,100,100,100,93.88368984,,,,04/04/21,59748.40,,,,,,,,,,,,,,,,,,,,
4.42,1,100,100,,,,,,65.50802139,100,100,100,91.37700535,,,,04/11/21,60041.90,,,,,,,,,,,,,,,,,,,,
3.43,1,75,85,,,,,,52.27272727,100,75,85,78.17225774,,,,04/18/21,50088.90,,,,,,,,,,,,,,,,,,,,
4.15,0.98,75,100,,,,,,61.89839572,97.70114943,75,100,83.64988629,,,,04/25/21,57807.10,,,,,,,,,,,,,,,,,,,,
4.16,0.97,75,100,,,,,,62.03208556,96.55172414,75,100,83.39595242,,,,05/02/21,58840.10,,,,,,,,,,,,,,,,,,,,
2.81,0.96,75,76,,,,,,43.98395722,95.40229885,75,76,72.67029706,,,,05/09/21,46708.80,,,,,,,,,,,,,,,,,,,,
1.57,0.95,50,56,,,,,,27.40641711,94.25287356,50,56,56.97172898,,,,05/16/21,37448.30,,,,,,,,,,,,,,,,,,,,
1.67,0.93,50,50,,,,,,28.74331551,91.95402299,50,50,55.1101542,,,,05/23/21,34584.60,,,,,,,,,,,,,,,,,,,,
1.67,0.9,50,51,,,,,,28.74331551,88.50574713,50,51,54.61774675,,,,05/30/21,35520.00,,,,,,,,,,,,,,,,,,,,
1.99,0.86,50,51,,,,,,33.02139037,83.90804598,50,51,54.39254479,,,,06/06/21,35467.50,,,,,,,,,,,,,,,,,,,,
1.64,0.84,50,50,,,,,,28.34224599,81.6091954,50,50,52.55436102,,,,06/13/21,35513.40,,,,,,,,,,,,,,,,,,,,
1.51,0.81,50,43,,,,,,26.60427807,78.16091954,50,43,49.47010418,,,,06/20/21,32243.40,,,,,,,,,,,,,,,,,,,,
1.61,0.77,50,48,,,,,,27.94117647,73.56321839,50,48,49.81838017,,,,06/27/21,34742.80,,,,,,,,,,,,,,,,,,,,
1.5,0.73,50,45,,,,,,26.47058824,68.96551724,50,45,47.56538098,,,,07/04/21,33510.60,,,,,,,,,,,,,,,,,,,,
1.24,0.7,50,40,,,,,,22.99465241,65.51724138,50,40,44.72384753,,,,07/11/21,31518.60,,,,,,,,,,,,,,,,,,,,
1.58,0.67,50,45,,,,,,27.54010695,62.06896552,50,45,46.04845267,,,,07/18/21,33824.80,,,,,,,,,,,,,,,,,,,,
1.96,0.67,50,60,,,,,,32.62032086,62.06896552,50,60,51.05404924,,,,07/25/21,41553.70,,,,,,,,,,,,,,,,,,,,
2.32,0.64,50,65,,,,,,37.43315508,58.62068966,50,65,52.78071881,,,,08/01/21,44614.20,,,,,,,,,,,,,,,,,,,,
2.58,0.61,75,69,,,,,,40.90909091,55.17241379,75,69,60.11588075,,,,08/08/21,47081.50,,,,,,,,,,,,,,,,,,,,
2.75,0.59,75,72,,,,,,43.18181818,52.87356322,75,72,60.84611718,,,,08/15/21,48875.80,,,,,,,,,,,,,,,,,,,,
2.65,0.57,75,72,,,,,,41.84491979,50.57471264,75,72,59.80240585,,,,08/22/21,48897.10,,,,,,,,,,,,,,,,,,,,
2.86,0.55,75,73,,,,,,44.65240642,48.27586207,75,73,60.27982033,,,,08/29/21,49918.40,,,,,,,,,,,,,,,,,,,,
2.32,0.54,75,63,,,,,,37.43315508,47.12643678,75,63,55.75082831,,,,09/05/21,45161.90,,,,,,,,,,,,,,,,,,,,
2.37,0.54,75,69,,,,,,38.10160428,47.12643678,75,69,57.29166679,,,,09/12/21,48306.70,,,,,,,,,,,,,,,,,,,,
1.99,0.53,50,58,,,,,,33.02139037,45.97701149,50,58,46.66614031,,,,09/19/21,42686.80,,,,,,,,,,,,,,,,,,,,
2.39,0.53,50,67,,,,,,38.36898396,45.97701149,50,67,50.23876818,,,,09/26/21,47666.90,,,,,,,,,,,,,,,,,,,,
2.9,0.53,75,80,,,,,,45.18716578,45.97701149,75,80,61.48735704,,,,10/03/21,54942.50,,,,,,,,,,,,,,,,,,,,
3.41,0.54,75,90,,,,,,52.00534759,47.12643678,75,90,66.10160687,,,,10/10/21,60861.10,,,,,,,,,,,,,,,,,,,,
3.24,0.55,75,90,,,,,,49.73262032,48.27586207,75,90,65.86404627,,,,10/17/21,61312.50,,,,,,,,,,,,,,,,,,,,
3.2,0.56,75,91,,,,,,49.19786096,49.42528736,75,91,66.09522948,,,,10/24/21,61840.10,,,,,,,,,,,,,,,,,,,,
3.27,0.57,75,89,,,,,,50.13368984,50.57471264,75,89,66.28451181,,,,10/31/21,61483.90,,,,,,,,,,,,,,,,,,,,
3.32,0.58,75,94,,,,,,50.80213904,51.72413793,75,94,67.91214925,,,,11/07/21,64398.60,,,,,,,,,,,,,,,,,,,,
2.73,0.58,75,85,,,,,,42.9144385,51.72413793,75,85,63.62979236,,,,11/14/21,59717.60,,,,,,,,,,,,,,,,,,,,
2.57,0.58,75,75,,,,,,40.77540107,51.72413793,75,75,60.68484794,,,,11/21/21,54765.90,,,,,,,,,,,,,,,,,,,,
1.93,0.58,75,65,,,,,,32.21925134,51.72413793,75,65,55.8800226,,,,11/28/21,49195.20,,,,,,,,,,,,,,,,,,,,
1.98,0.57,50,64,,,,,,32.88770053,50.57471264,50,64,49.4307386,,,,12/05/21,49314.50,,,,,,,,,,,,,,,,,,,,
1.71,0.57,50,59,,,,,,29.27807487,50.57471264,50,59,47.29592885,,,,12/12/21,46856.20,,,,,,,,,,,,,,,,,,,,
2,0.56,50,65,,,,,,33.15508021,49.42528736,50,65,49.43288037,,,,12/19/21,50406.40,,,,,,,,,,,,,,,,,,,,
1.73,0.56,50,60,,,,,,29.54545455,49.42528736,50,60,47.21540031,,,,12/26/21,47738.00,,,,,,,,,,,,,,,,,,,,
1.32,0.56,50,49,,,,,,24.06417112,49.42528736,50,49,43.0455891,,,,01/02/22,41672.00,,,,,,,,,,,,,,,,,,,,
1.41,0.56,50,51,,,,,,25.26737968,49.42528736,50,51,43.85943397,,,,01/09/22,43097.00,,,,,,,,,,,,,,,,,,,,
0.92,0.55,50,36,,,,,,18.71657754,48.27586207,50,36,38.32085039,,,,01/16/22,35075.20,,,,,,,,,,,,,,,,,,,,
1.05,0.54,50,41,,,,,,20.45454545,47.12643678,50,41,39.71566876,,,,01/23/22,38170.80,,,,,,,,,,,,,,,,,,,,
1.36,0.53,50,46,,,,,,24.59893048,45.97701149,50,46,41.76190258,,,,01/30/22,41412.10,,,,,,,,,,,,,,,,,,,,
1.34,0.52,50,47,,,,,,24.3315508,44.82758621,50,47,41.63983527,,,,02/06/22,42205.20,,,,,,,,,,,,,,,,,,,,
1.07,0.51,50,43,,,,,,20.72192513,43.67816092,50,43,39.43641072,,,,02/13/22,40090.30,,,,,,,,,,,,,,,,,,,,
1,0.5,50,41,,,,,,19.78609626,42.52873563,50,41,38.39605264,,,,02/20/22,39115.50,,,,,,,,,,,,,,,,,,,,
1.04,0.48,50,41,,,,,,20.32085561,40.22988506,50,41,37.9718371,,,,02/27/22,39395.80,,,,,,,,,,,,,,,,,,,,
0.99,0.47,50,40,,,,,,19.65240642,39.08045977,50,40,37.17073328,,,,03/06/22,38814.30,,,,,,,,,,,,,,,,,,,,
1.23,0.47,50,45,,,,,,22.86096257,39.08045977,50,45,39.30495789,,,,03/13/22,42233.00,,,,,,,,,,,,,,,,,,,,
1.61,0.46,50,49,,,,,,27.94117647,37.93103448,50,49,41.14594627,,,,03/20/22,44548.00,,,,,,,,,,,,,,,,,,,,
1.56,0.46,50,50,,,,,,27.27272727,37.93103448,50,50,41.39180853,,,,03/27/22,45811.00,,,,,,,,,,,,,,,,,,,,
1.27,0.46,50,45,,,,,,23.39572193,37.93103448,50,45,39.05362436,,,,04/03/22,42767.00,,,,,,,,,,,,,,,,,,,,
1.08,0.46,50,41,,,,,,20.85561497,37.93103448,50,41,37.33339245,,,,04/10/22,40382.00,,,,,,,,,,,,,,,,,,,,
1.06,0.46,50,39,,,,,,20.58823529,37.93103448,50,39,36.77223676,,,,04/17/22,39418.00,,,,,,,,,,,,,,,,,,,,
0.99,0.46,50,35,,,,,,19.65240642,37.93103448,50,35,35.72156127,,,,04/24/22,37650.00,,,,,,,,,,,,,,,,,,,,
0.68,0.46,50,31,,,,,,15.50802139,37.93103448,50,31,33.7089077,,,,05/01/22,35468.00,,,,,,,,,,,,,,,,,,,,
0.52,0.45,50,22,,,,,,13.36898396,36.7816092,50,22,30.62904225,,,,05/08/22,30080.40,,,,,,,,,,,,,,,,,,,,
0.46,0.45,25,21,,,,,,12.56684492,36.7816092,25,21,23.84197692,,,,05/15/22,29434.60,,,,,,,,,,,,,,,,,,,,
0.4,0.44,25,20,,,,,,11.76470588,35.63218391,25,20,23.11547732,,,,05/22/22,29027.10,,,,,,,,,,,,,,,,,,,,
0.44,0.43,25,21,,,,,,12.29946524,34.48275862,25,21,23.21888491,,,,05/29/22,29864.30,,,,,,,,,,,,,,,,,,,,
0.25,0.43,25,18,,,,,,9.759358289,34.48275862,25,18,21.93097864,,,,06/05/22,28403.40,,,,,,,,,,,,,,,,,,,,
-0.15,0.41,0,3,,,,,,4.411764706,32.18390805,0,3,9.997507733,,,,06/12/22,18986.50,,,,,,,,,,,,,,,,,,,,
-0.1,0.4,0,7,,,,,,5.080213904,31.03448276,0,7,10.80108264,,,,06/19/22,21489.90,,,,,,,,,,,,,,,,,,,,
-0.21,0.39,0,3,,,,,,3.609625668,29.88505747,0,3,9.212961541,,,,06/26/22,19243.20,,,,,,,,,,,,,,,,,,,,
-0.09,0.38,0,7,,,,,,5.213903743,28.73563218,0,7,10.17940927,,,,07/03/22,21587.50,,,,,,,,,,,,,,,,,,,,
-0.08,0.36,0,6,,,,,,5.347593583,26.43678161,0,6,9.433787409,,,,07/10/22,21209.90,,,,,,,,,,,,,,,,,,,,
0.05,0.35,0,8,,,,,,7.085561497,25.28735632,0,8,10.00239375,,,,07/17/22,22460.40,,,,,,,,,,,,,,,,,,,,
0.11,0.34,0,9,,,,,,7.887700535,24.13793103,0,9,10.30341248,,,,07/24/22,23634.20,,,,,,,,,,,,,,,,,,,,
0.09,0.33,0,8,,,,,,7.620320856,22.98850575,0,8,9.625373351,,,,07/31/22,22944.20,,,,,,,,,,,,,,,,,,,,
0.18,0.32,0,10,,,,,,8.823529412,21.83908046,0,10,10.14462518,,,,08/07/22,24442.50,,,,,,,,,,,,,,,,,,,,
-0.01,0.31,0,5,,,,,,6.28342246,20.68965517,0,5,7.917170991,,,,08/14/22,21138.90,,,,,,,,,,,,,,,,,,,,
-0.14,0.3,0,3,,,,,,4.545454545,19.54022989,0,3,6.725222064,,,,08/21/22,20033.90,,,,,,,,,,,,,,,,,,,,
-0.11,0.3,0,2,,,,,,4.946524064,19.54022989,0,2,6.695717134,,,,08/28/22,19831.40,,,,,,,,,,,,,,,,,,,,
0.02,0.3,0,5,,,,,,6.684491979,19.54022989,0,5,7.750724943,,,,09/04/22,21650.40,,,,,,,,,,,,,,,,,,,,
-0.14,0.29,0,2,,,,,,4.545454545,18.3908046,0,2,6.30485034,,,,09/11/22,20113.50,,,,,,,,,,,,,,,,,,,,
-0.18,0.29,0,0,,,,,,4.010695187,18.3908046,0,0,5.681012211,,,,09/18/22,18925.20,,,,,,,,,,,,,,,,,,,,
-0.16,0.29,0,1,,,,,,4.278074866,18.3908046,0,1,5.837626784,,,,09/25/22,19311.90,,,,,,,,,,,,,,,,,,,,
-0.13,0.29,0,1,,,,,,4.679144385,18.3908046,0,1,5.923379923,,,,10/02/22,19415.00,,,,,,,,,,,,,,,,,,,,
-0.14,0.3,0,0,,,,,,4.545454545,19.54022989,0,0,6.021421108,,,,10/09/22,19068.70,,,,,,,,,,,,,,,,,,,,
-0.11,0.31,0,0,,,,,,4.946524064,20.68965517,0,0,6.409044809,,,,10/16/22,19204.80,,,,,,,,,,,,,,,,,,,,
-0.04,0.31,0,2,,,,,,5.882352941,20.68965517,0,2,7.143734461,,,,10/23/22,20809.80,,,,,,,,,,,,,,,,,,,,
-0.01,0.32,0,2,,,,,,6.28342246,21.83908046,0,2,7.653172234,,,,10/30/22,21301.60,,,,,,,,,,,,,,,,,,,,
-0.32,0.32,0,0,,,,,,2.139037433,21.83908046,0,0,5.994529473,,,,11/06/22,16795.20,,,,,,,,,,,,,,,,,,,,
-0.29,0.32,0,0,,,,,,2.540106952,21.83908046,0,0,6.094796853,,,,11/13/22,16699.20,,,,,,,,,,,,,,,,,,,,
-0.27,0.32,0,0,,,,,,2.807486631,21.83908046,0,0,6.161641773,,,,11/20/22,16456.50,,,,,,,,,,,,,,,,,,,,
-0.22,0.32,0,0,,,,,,3.475935829,21.83908046,0,0,6.328754072,,,,11/27/22,16884.50,,,,,,,,,,,,,,,,,,,,
-0.21,0.33,0,0,,,,,,3.609625668,22.98850575,0,0,6.649532854,,,,12/04/22,17127.20,,,,,,,,,,,,,,,,,,,,
-0.23,0.33,0,0,,,,,,3.342245989,22.98850575,0,0,6.582687934,,,,12/11/22,16777.10,,,,,,,,,,,,,,,,,,,,
-0.22,0.33,0,0,,,,,,3.475935829,22.98850575,0,0,6.616110394,,,,12/18/22,16837.20,,,,,,,,,,,,,,,,,,,,
-0.23,0.33,0,0,,,,,,3.342245989,22.98850575,0,0,6.582687934,,,,12/25/22,16537.40,,,,,,,,,,,,,,,,,,,,
-0.19,0.33,0,0,,,,,,3.877005348,22.98850575,0,0,6.716377774,,,,01/01/23,16943.60,,,,,,,,,,,,,,,,,,,,
0.08,0.34,0,0,,,,,,7.486631016,24.13793103,0,0,7.906140513,,,,01/08/23,20958.20,,,,,,,,,,,,,,,,,,,,
0.21,0.35,0,2,,,,,,9.22459893,25.28735632,0,2,9.164410323,,,,01/15/23,22775.70,,,,,,,,,,,,,,,,,,,,
0.28,0.36,0,2,,,,,,10.16042781,26.43678161,0,2,9.716525052,,,,01/22/23,23027.90,,,,,,,,,,,,,,,,,,,,
0.22,0.37,0,2,,,,,,9.35828877,27.5862069,0,2,9.848268383,,,,01/29/23,23323.80,,,,,,,,,,,,,,,,,,,,
0.14,0.38,0,0,,,,,,8.288770053,28.73563218,0,0,9.323661411,,,,02/05/23,21859.80,,,,,,,,,,,,,,,,,,,,
0.32,0.38,0,4,,,,,,10.69518717,28.73563218,0,4,10.79601245,,,,02/12/23,24631.40,,,,,,,,,,,,,,,,,,,,
0.26,0.39,0,2,,,,,,9.893048128,29.88505747,0,2,10.34070082,,,,02/19/23,23166.10,,,,,,,,,,,,,,,,,,,,
0.18,0.41,0,0,,,,,,8.823529412,32.18390805,0,0,10.32382192,,,,02/26/23,22347.10,,,,,,,,,,,,,,,,,,,,
0.16,0.42,0,0,,,,,,8.556149733,33.33333333,0,0,10.47237077,,,,03/05/23,20467.50,,,,,,,,,,,,,,,,,,,,
0.6,0.44,0,6,,,,,,14.43850267,35.63218391,0,6,13.97859157,,,,03/12/23,26914.10,,,,,,,,,,,,,,,,,,,,
0.58,0.46,25,6,,,,,,14.17112299,37.93103448,25,6,20.86046858,,,,03/19/23,27475.60,,,,,,,,,,,,,,,,,,,,
0.6,0.48,25,7,,,,,,14.43850267,40.22988506,25,7,21.76044227,,,,03/26/23,28456.10,,,,,,,,,,,,,,,,,,,,
0.61,0.5,25,6,,,,,,14.57219251,42.52873563,25,6,22.14183811,,,,04/02/23,27941.20,,,,,,,,,,,,,,,,,,,,
0.74,0.53,25,9,,,,,,16.31016043,45.97701149,25,9,24.13641975,,,,04/09/23,30299.60,,,,,,,,,,,,,,,,,,,,
0.55,0.55,25,6,,,,,,13.77005348,48.27586207,25,6,23.218408,,,,04/16/23,27813.90,,,,,,,,,,,,,,,,,,,,
0.67,0.56,25,7,,,,,,15.37433155,49.42528736,25,7,24.30005904,,,,04/23/23,29234.10,,,,,,,,,,,,,,,,,,,,
0.59,0.58,25,7,,,,,,14.30481283,51.72413793,25,7,24.42716826,,,,04/30/23,28857.10,,,,,,,,,,,,,,,,,,,,
0.49,0.59,25,4,,,,,,12.96791444,52.87356322,25,4,23.66409588,,,,05/07/23,26777.50,,,,,,,,,,,,,,,,,,,,
0.47,0.59,25,4,,,,,,12.70053476,52.87356322,25,4,23.64684894,,,,05/14/23,27116.20,,,,,,,,,,,,,,,,,,,,
0.56,0.6,25,3,,,,,,13.90374332,54.02298851,25,3,24.09702586,,,,05/21/23,26857.50,,,,,,,,,,,,,,,,,,,,
0.49,0.6,25,4,,,,,,12.96791444,54.02298851,25,4,23.87337347,,,,05/28/23,27072.00,,,,,,,,,,,,,,,,,,,,
0.41,0.6,25,2,,,,,,11.89839572,54.02298851,25,2,23.16870249,,,,06/04/23,25844.00,,,,,,,,,,,,,,,,,,,,
0.44,0.6,25,2,,,,,,12.29946524,54.02298851,25,2,23.42140089,,,,06/11/23,26515.00,,,,,,,,,,,,,,,,,,,,
0.72,0.61,25,7,,,,,,16.04278075,55.17241379,25,7,25.8241785,,,,06/18/23,30533.60,,,,,,,,,,,,,,,,,,,,
0.73,0.62,25,7,,,,,,16.17647059,56.32183908,25,7,26.10064272,,,,06/25/23,30586.80,,,,,,,,,,,,,,,,,,,,
0.69,0.62,25,6,,,,,,15.64171123,56.32183908,25,6,25.81574416,,,,07/02/23,30288.80,,,,,,,,,,,,,,,,,,,,
0.7,0.62,25,6,,,,,,15.77540107,56.32183908,25,6,25.79015902,,,,07/09/23,30291.40,,,,,,,,,,,,,,,,,,,,
0.68,0.62,25,5,,,,,,15.50802139,56.32183908,25,5,25.51199438,,,,07/16/23,29788.90,,,,,,,,,,,,,,,,,,,,
0.63,0.61,25,4,,,,,,14.83957219,55.17241379,25,4,24.86792735,,,,07/23/23,29353.50,,,,,,,,,,,,,,,,,,,,
0.62,0.61,25,4,,,,,,14.70588235,55.17241379,25,4,24.69116956,,,,07/30/23,29068.10,,,,,,,,,,,,,,,,,,,,
0.63,0.61,25,4,,,,,,14.83957219,55.17241379,25,4,24.77462499,,,,08/06/23,29428.20,,,,,,,,,,,,,,,,,,,,
0.41,0.61,25,0,,,,,,11.89839572,55.17241379,25,0,23.01770238,,,,08/13/23,26099.40,,,,,,,,,,,,,,,,,,,,
0.41,0.6,25,0,,,,,,11.89839572,54.02298851,25,0,22.73034606,,,,08/20/23,26017.10,,,,,,,,,,,,,,,,,,,,
0.4,0.6,25,0,,,,,,11.76470588,54.02298851,25,0,22.6969236,,,,08/27/23,25869.70,,,,,,,,,,,,,,,,,,,,
0.4,0.59,25,0,,,,,,11.76470588,52.87356322,25,0,22.40956728,,,,09/03/23,25901.10,,,,,,,,,,,,,,,,,,,,
0.44,0.59,25,0,,,,,,12.29946524,52.87356322,25,0,22.54325711,,,,09/10/23,26562.00,,,,,,,,,,,,,,,,,,,,
0.42,0.58,25,0,,,,,,12.03208556,51.72413793,25,0,22.18905587,,,,09/17/23,26579.20,,,,,,,,,,,,,,,,,,,,
0.54,0.58,25,0,,,,,,13.63636364,51.72413793,25,0,22.59012539,,,,09/24/23,26962.70,,,,,,,,,,,,,,,,,,,,
0.54,0.58,25,1,,,,,,13.63636364,51.72413793,25,1,22.73461527,,,,10/01/23,27961.10,,,,,,,,,,,,,,,,,,,,
0.48,0.57,25,0,,,,,,12.8342246,50.57471264,25,0,22.10223431,,,,10/08/23,26852.80,,,,,,,,,,,,,,,,,,,,
0.68,0.57,25,2,,,,,,15.50802139,50.57471264,25,2,23.36453116,,,,10/15/23,29912.90,,,,,,,,,,,,,,,,,,,,
0.99,0.56,25,7,,,,,,19.65240642,49.42528736,25,7,25.24290088,,,,10/22/23,34082.60,,,,,,,,,,,,,,,,,,,,
1.02,0.56,25,8,,,,,,20.05347594,49.42528736,25,8,25.56067305,,,,10/29/23,35065.80,,,,,,,,,,,,,,,,,,,,
