Z-Score,Pi Cycle Oscilator,Cycle Master,Risk Model,,,MAX,MIN,,Std. Z-score,Std. Pi Cycle,Std. Master,Std. Risk Model,Indicator,,,,Date,BTC_Price,,,,,,,,,,,,,,,,,,,,
1.14,0.56,25,10,,,,,,21.65775401,49.42528736,25,10,26.48771902,,,,11/05/23,37150.50,,,,,,,,,,,,,,,,,,,,
1.17,0.55,25,9,,,,,,22.05882353,48.27586207,25,9,26.07315115,,,,11/12/23,36568.60,,,,,,,,,,,,,,,,,,,,
1.16,0.56,25,10,,,,,,21.92513369,49.42528736,25,10,26.6045986,,,,11/19/23,37787.00,,,,,,,,,,,,,,,,,,,,
1.32,0.56,25,12,,,,,,24.06417112,49.42528736,25,12,27.54038554,,,,11/26/23,39458.40,,,,,,,,,,,,,,,,,,,,
1.56,0.57,50,16,,,,,,27.27272727,50.57471264,50,16,35.99499846,,,,12/03/23,43718.40,,,,,,,,,,,,,,,,,,,,
1.38,0.57,50,14,,,,,,24.86631016,50.57471264,50,14,34.92322112,,,,12/10/23,42271.70,,,,,,,,,,,,,,,,,,,,
1.48,0.58,50,16,,,,,,26.20320856,51.72413793,50,16,35.87161233,,,,12/17/23,43710.40,,,,,,,,,,,,,,,,,,,,
1.41,0.59,50,14,,,,,,25.26737968,52.87356322,50,14,35.42395763,,,,12/24/23,42136.70,,,,,,,,,,,,,,,,,,,,
1.5,0.6,50,15,,,,,,26.47058824,54.02298851,50,15,36.4433656,,,,12/31/23,43967.90,,,,,,,,,,,,,,,,,,,,
1.35,0.61,50,14,,,,,,24.46524064,55.17241379,50,14,35.85628841,,,,01/07/24,42851.30,,,,,,,,,,,,,,,,,,,,
1.3,0.62,25,12,,,,,,23.79679144,56.32183908,25,12,29.34559233,,,,01/14/24,41695.40,,,,,,,,,,,,,,,,,,,,
1.33,0.62,25,12,,,,,,24.19786096,56.32183908,25,12,29.49365323,,,,01/21/24,42120.90,,,,,,,,,,,,,,,,,,,,
1.35,0.63,25,13,,,,,,24.46524064,57.47126437,25,13,30.01814409,,,,01/28/24,43005.70,,,,,,,,,,,,,,,,,,,,
1.72,0.64,50,18,,,,,,29.41176471,58.62068966,50,18,38.99377769,,,,02/04/24,47758.20,,,,,,,,,,,,,,,,,,,,
1.95,0.65,50,22,,,,,,32.48663102,59.77011494,50,22,41.01132524,,,,02/11/24,51646.00,,,,,,,,,,,,,,,,,,,,
1.9,0.65,50,21,,,,,,31.81818182,59.77011494,50,21,40.74787278,,,,02/18/24,51571.60,,,,,,,,,,,,,,,,,,,,
2.58,0.66,50,32,,,,,,40.90909091,60.91954023,50,32,45.98156806,,,,02/25/24,61994.50,,,,,,,,,,,,,,,,,,,,
2.88,0.67,50,38,,,,,,44.9197861,62.06896552,50,38,48.8586944,,,,03/03/24,68366.50,,,,,,,,,,,,,,,,,,,,
2.75,0.68,50,35,,,,,,43.18181818,63.2183908,50,35,47.81923238,,,,03/10/24,65314.20,,,,,,,,,,,,,,,,,,,,
2.61,0.69,50,33,,,,,,41.31016043,64.36781609,50,33,47.21608331,,,,03/17/24,64037.80,,,,,,,,,,,,,,,,,,,,
2.81,0.7,50,39,,,,,,43.98395722,65.51724138,50,39,49.53038964,,,,03/24/24,69611.50,,,,,,,,,,,,,,,,,,,,
2.64,0.71,50,38,,,,,,41.71122995,66.66666667,50,38,48.96952182,,,,03/31/24,68890.60,,,,,,,,,,,,,,,,,,,,
2.37,0.71,50,32,,,,,,38.10160428,66.66666667,50,32,46.67680455,,,,04/07/24,63849.90,,,,,,,,,,,,,,,,,,,,
2.3,0.72,50,33,,,,,,37.1657754,67.81609195,50,33,46.92825784,,,,04/14/24,64961.10,,,,,,,,,,,,,,,,,,,,
2.14,0.72,50,31,,,,,,35.02673797,67.81609195,50,31,45.92165141,,,,04/21/24,63456.80,,,,,,,,,,,,,,,,,,,,
2.2,0.72,50,31,,,,,,35.82887701,67.81609195,50,31,46.14619591,,,,04/28/24,63888.30,,,,,,,,,,,,,,,,,,,,
2.01,0.73,50,27,,,,,,33.28877005,68.96551724,50,27,44.93703675,,,,05/05/24,60826.60,,,,,,,,,,,,,,,,,,,,
2.28,0.73,50,33,,,,,,36.89839572,68.96551724,50,33,47.2939829,,,,05/12/24,66917.50,,,,,,,,,,,,,,,,,,,,
2.39,0.73,50,35,,,,,,38.36898396,68.96551724,50,35,48.16830599,,,,05/19/24,69284.40,,,,,,,,,,,,,,,,,,,,
2.29,0.74,50,33,,,,,,37.03208556,70.11494253,50,33,47.64988179,,,,05/26/24,67760.80,,,,,,,,,,,,,,,,,,,,
2.37,0.74,50,35,,,,,,38.10160428,70.11494253,50,35,48.2152583,,,,06/02/24,69310.10,,,,,,,,,,,,,,,,,,,,
2.16,0.73,50,31,,,,,,35.29411765,68.96551724,50,31,46.36997746,,,,06/09/24,66223.00,,,,,,,,,,,,,,,,,,,,
1.94,0.72,50,29,,,,,,32.35294118,67.81609195,50,29,44.77601912,,,,06/16/24,64261.00,,,,,,,,,,,,,,,,,,,,
1.9,0.71,50,25,,,,,,31.81818182,66.66666667,50,25,43.46128546,,,,06/23/24,60973.40,,,,,,,,,,,,,,,,,,,,
1.48,0.7,50,22,,,,,,26.20320856,65.51724138,50,22,41.02394936,,,,06/30/24,58259.20,,,,,,,,,,,,,,,,,,,,
1.76,0.68,50,23,,,,,,29.94652406,63.2183908,50,23,41.54015816,,,,07/07/24,59209.80,,,,,,,,,,,,,,,,,,,,
2.15,0.67,50,30,,,,,,35.16042781,62.06896552,50,30,44.41115092,,,,07/14/24,67148.50,,,,,,,,,,,,,,,,,,,,
2.14,0.66,50,31,,,,,,35.02673797,60.91954023,50,31,44.17365257,,,,07/21/24,67843.10,,,,,,,,,,,,,,,,,,,,
1.54,0.65,50,24,,,,,,27.00534759,59.77011494,50,24,40.06926508,,,,07/28/24,60696.70,,,,,,,,,,,,,,,,,,,,
1.58,0.63,50,23,,,,,,27.54010695,57.47126437,50,23,39.60641686,,,,08/04/24,60931.70,,,,,,,,,,,,,,,,,,,,
1.57,0.62,50,22,,,,,,27.40641711,56.32183908,50,22,38.86018011,,,,08/11/24,59483.10,,,,,,,,,,,,,,,,,,,,
1.87,0.61,50,26,,,,,,31.4171123,55.17241379,50,26,40.61521068,,,,08/18/24,64159.30,,,,,,,,,,,,,,,,,,,,
1.46,0.6,50,21,,,,,,25.93582888,54.02298851,50,21,37.6448982,,,,08/25/24,58978.60,,,,,,,,,,,,,,,,,,,,
1.33,0.59,50,16,,,,,,24.19786096,52.87356322,50,16,35.70525326,,,,09/01/24,54156.50,,,,,,,,,,,,,,,,,,,,
1.56,0.58,50,21,,,,,,27.27272727,51.72413793,50,21,37.49347143,,,,09/08/24,59995.40,,,,,,,,,,,,,,,,,,,,
1.79,0.57,50,24,,,,,,30.34759358,50.57471264,50,24,38.68691955,,,,09/15/24,63348.10,,,,,,,,,,,,,,,,,,,,
1.88,0.56,50,26,,,,,,31.55080214,49.42528736,50,26,39.21131152,,,,09/22/24,65866.50,,,,,,,,,,,,,,,,,,,,
1.72,0.55,50,22,,,,,,29.41176471,48.27586207,50,22,37.42107976,,,,09/29/24,62061.40,,,,,,,,,,,,,,,,,,,,
1.68,0.54,50,23,,,,,,28.87700535,47.12643678,50,23,37.18881737,,,,10/06/24,63205.10,,,,,,,,,,,,,,,,,,,,
2,0.54,50,27,,,,,,33.15508021,47.12643678,50,27,39.37647939,,,,10/13/24,68372.00,,,,,,,,,,,,,,,,,,,,
1.92,0.54,50,26,,,,,,32.0855615,47.12643678,50,26,38.73084365,,,,10/20/24,67086.80,,,,,,,,,,,,,,,,,,,,
2.16,0.54,50,30,,,,,,35.29411765,47.12643678,50,30,40.5511009,,,,10/27/24,71870.40,,,,,,,,,,,,,,,,,,,,
